text,kategori
Web Siteniz de sizin için olduğu kadar halka da yararsızdır Seni TANRI YI ezeceğim tytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytyty tytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytyty tytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytyty tytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytyty tytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytytyty,Tehdit
Yani okulda benden nefret ettiğin için internet hayatına saldırmaya çalışıyorsun Zor bir dönemden geçmemin nedenlerinden birisin Depresyondan geçiyorum ve hayatım berbattı Hala eğlenmek için bir hayata ihtiyacım var İnternet hayatım gerçek hayattan daha iyi oldu bu yüzden onu mahvedecekseniz hayatınızı sefil hale getirebilirim İnternette beni aradığına inanamıyorum sapık sapık,Tehdit
Şerefsiz alçak seni bulurum belki de sen laftan anlamaz sapık beyinli bir fazlaliksin senin gibi had bilmez erkek bozuntularinin hadini bildirmesini biliriz,Tehdit
Salak ve ahlaksız spoiler Kimin karakteri nasıl ve ne zaman öldükleri dışında hiçbir şey yazmamak fikriydi Bu saçmalığı kaldırmaya çalışıyorum ama bazı beceriksiz ve alçakgönüllü salaklar beni uyarmaya ve düzenlemelerimi geri almaya devam ediyor Bu spoilerlere ihtiyaç yoktur veya aranmaz Bu makaleye karakterler hakkında temel bilgiler arayan herkes oyunu almadan önce onlar için oyunu mahvedecek,Hakaret
annen benim kölem ve baban benim kaltak hepiniz bana boyun eğeceksiniz ve annelerin toplarımı emecek baban benim kölem ve onu forhead imle yere süreceğim Bu sayfaya bakıp nefesini keserken ruhuna giriyorum ve etini yutuyorum,Cinsel Taciz
Vatan sever namuslu ana olup vatan evladı doğurmazsan sonuçta piç oluyor işte sonra bu ermeni piçleri de terörist oluyor eee sonra Tabi Mehmetcik hepsini gebertiyo sonra orrospu anaları ve onları savunan deyyuslarla da biz uğraşıyoruz,Hakaret
denilen bas pezevenki gebertsinler olsun bitsinn aq ne uzatti bu Rusya bu kdr KomediidükkaninZelenskiy,Suc Ovgusu
Heeehhhhh yeşil gözlere elmacık kemikleri dudak dolgularından sonra bide İpek kirpik ekle sıç bizim ağzımıza tamam mı gebert amk kıskançlıktan bizi estetik güzel bişi arkadaşlar yaptıran birini tanıyorum aşırı güzel vallahi,Cinsel Taciz
sen zahmet etme ben sana bir sokarım zevkin doruklarina cikarsin,Cinsel Taciz
İrfancan senin götünü keserler maratona yada kale arkasına gitseydin kadar erkeksen senin eegenlik tribini sikerler sen kendini ne zannediyon aq ergeni,Hakaret
güvenme hayatının deliğine sokarım ırzını siktimin piçi,Tehdit
Ben İslam ın son dönemlerdeki bu yumuşama ve vıcıklaşmasını çok olumlu buluyorum açıkçası Farkında mısınız bilmiyorum ama Tr deki müslümanlar böyle olmasa da dinin tüm emirlerini uygulasalar kafamızı keserler aq,Hakaret
Olun ırzinı simtiğimin piçi seni yaşındaki kız çocuğunu bıçakladınız seni bulur çıktığın deliğe geri sokarım,Tehdit
Barber için mesaj Bilginiz için UNSW de öğrenci değilim Eğer bu ktan devam edersen sana sadece başını keserim TEMİZ MİYİM 122 106 59 22 Arkadaşınız 767 249ER admin,Tehdit
İlk günden göze sokar gibi olmuş Ne bilim gerek yok amaç antipati toplamak olmamalı seçimi kazanan millet ittifak başkanlarının çok iyi çalışıp hata yapma lüksleri yok kazanılan yerler tekrar bu yobazlara gitmesin,Temiz
etegını sıyırıp gotten sokarım,Cinsel Taciz
Bana bak ezik sen bana kemik uzatacak kalibrede biri değilsin bana kemik uzatmadan önce eğer sen de göt varsa yüzünü göster yüzünü haddini bilecek fazla ileri gitmeyeceksin yoksa ben seni kendine getirmesini bilirimseni bulur kemikleri sakladığın yere gömerim,Tehdit
İşte yüzden demiştir emanuel demiştir ki kadınların başını açalım er geç modayıda sokarız kalçalarına boyayıda cilayıda tımarıda bar pavyonu sinemayıda tiyatroyuda soktuk mu beyinlerine birde mayo giydirir peşine pezevenk avcıları taktık mı ABDULHAMİT hep ölü doğar arkedeşler,Hakaret
Siktir git Lütfen bana mesaj göndermeyi keser misin Siktir aşkına olalım Dürüst olmak gerekirse lanet zamanınızla ilgili daha iyi fuck var mı Evlat edinmek için uygun değilim ve ben olsam bile sana lanet olası bir şey benimsemem Dilbilginiz berbat ve yazımınız daha da kötü Siktir git Bana başka bir lanet mesaj gönderirseniz lanet hesaptan sonra hesap oluşturacağım böylece sahip olduğunuz lanet bok sayfasının vandalize edilebilir Siktir git,Hakaret
Keserim ama tunu keserim amq skik pici,Hakaret
KORKMA BUNLAR KÜRT TÜRKİYEDE YAŞAYAN VE ERGENEKON PERİNÇEK EKİBİ TARAFINDAN SÜREKLİ KATLEDİLEN HALKLARDAN BİRİ ŞİMDİLERDE TAYYİP EKİBİ BU İNSANLARA KATLİAM YAPIYOR SURUÇ TA KESER DÖNDÜ SAP DÖNDÜ KÜRTLERİN PERİNÇEK VE TAYYİP MESAJLARI OLACAK MERAL TEYZE Mİ ÖZEL HARPÇİ,Suc Ovgusu
Kendini toparla akitçi işiniz bitti çünkü keser dönüyor sap dönüyor bilesin akitçi,Hakaret
"yine gecen baska birisiyle konusuyorum. adam ulkeye kacak girmis, birini bulmus evlenmis simdi yesil kartini bekliyor. ben 10 yildir buradayim beni 1001 cesit yasal cemberden atlattilar, millet kacak girip evleniyor oturum aliyor sokarlar oyle gocmenlik sistemine.",Temiz
@USER @USER Ne diyelim o zaman!   Keser döner sap döner gün gelir hesap döner    Elbet davulun tokmağı bir gün milletin elinede geçer bize düşen sabretmek,Temiz
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Yapanı gebertmedikçe millet devlete saygı duymayacak   İdamı işte bu sebeple istiyoruz,Tehdit
Afedersiniz sayin Hayvanoglu Hayvan ama o gercek delillerden dildo yapar gunes gormeyen deliginize sokarim.,Hakaret
Suriyeli korkak savaş kaçkınına bakın... Beyazıt Meydanı’nda pankart açan kişi. Sosyal meyada da bize efelenip esip gürlüyor. Bak oğlum bizde bir laf vardır öğren: “Sap döner keser döner Gün gelir hesap döner!” #AsagiBakmayacagiz https://t.co/b8uK7U2C5X,Hakaret
Böyle orospu çocuklarına resmi kanalda işkence edeceksin. İzin verseler kafalarını kör bıçakla keserim amk çocukları.,Tehdit
@USER @USER O sondaki üzgün surat işaretinin parantezini ağzına sokarım Pınar doyumsuz musun !?!??!?,Cinsel Taciz
Lan yarrak kafalı o yazdığın telefonu senin götüne sokarım klavye delikanlılığı yapma beynini siktiğimin beyinsizi,Tehdit
Hava sıcaklığı -30 da olsa gezecek bi tayfa taniyorum ne mal insanlarsiniz ya,Hakaret
Seni siker o kitap paçavrasını götüne sokarım amına koduğumun besleme piçi sana bu ülkenin kurucusuna hakaret etme hakkını kim verdi şerefsiz döl israfı,Hakaret
"“Kim, kendisine doğru yol apaçık belli olduktan sonra Peygamber’e karşı çıkar, mü’minlerin yolundan başkasına uyarsa, Biz, onu döndüğü yola çevirir ve (neticede) cehenneme sokarız. Orası varılacak ne kötü bir yerdir.”      (Nisa, 4/115)",Temiz
@USER @USER İşte o yüzden demiştir emanuel demiştir ki   kadınların başını açalım   er geç modayıda sokarız kalçalarına   boyayıda cilayıda tımarıda   bar pavyonu sinemayıda tiyatroyuda soktuk mu beyinlerine birde mayo giydirir peşine pezevenk avcıları taktık mı   ABDULHAMİT hep ölü doğar arkedeşler!,Hakaret
Onu sana sokarım. Baban ibne oldu diye üzülür piç kurusu. Beyniniz yok fikriniz var orospu evlatları. Siz kudura kudura savunduğunuz rezilliginizle doğu sınırına yaklasabildinizmi. Yok o taşsak sizde yok millet soksun diye yer ariyorsunuz.,Hakaret
"Boyun posun devrilsin inşallah prostatin karpuz kadar olurda donuna sığmaz inşallh,hemoroid olursunda götünu keserler insallah daha da birşey demem 😬😂😂",Hakaret
"@USER @USER Şerefsiz alçak ,seni bulurum belki de,sen laftan anlamaz sapık beyinli bir fazlaliksin ,senin gibi had bilmez erkek bozuntularinin hadini bildirmesini biliriz",Tehdit
"Ermenistan'dan Laçin koridoruna erişim, Rusya'nın FSB'sinin Sınır Servisi tarafından Azerbaycan'ın yetkili makamlarıyla işbirliği içinde düzenlenmelidir aksi takdirde Erivan, Dağlık Karabağ'ı yasadışı silahlı gruplarla ve Ortadoğu'dan Ermeni teröristlerle doldurur @i_korotchenko",Temiz
"Heeehhhhh o yeşil gözlere elmacık kemikleri, dudak dolgularından sonra bide İpek kirpik ekle, sıç bizim ağzımıza tamam mı gebert amk kıskançlıktan bizi😡 estetik güzel bişi arkadaşlar yaptıran birini tanıyorum aşırı güzel vallahi 😥",Hakaret
@USER @USER Hayda öyle diyen malı gebertirim benim sevgil abi kimse takılamaz jsksjsksksks,Tehdit
Menfaatçi Anket şirketleri sahneye erken çıktı . İşleri güçleri algı yaratmak ; sandığa giden sayısını azaltmak ! İyi Parti şuan tek çıkar yol . Ne olursa olsun şuan ki egemenleri destekleyen çevrenizdekilere kulak asmayın . Sizde biliyorsunuz akp sayesinde bir kesere sap oldular,Temiz
BEN OLSAM SENİN IZDIRABINI SİKERİM ÜZERİNDE KOŞTUĞUN HİBRİT ÇİMİN ÜSTÜNE YATIRIR PAS ATMADIĞIN O TOPU ALIR GÖTÜNE SOKARIM AMINA KODUĞUMUN VASIFSIZ SİK KIRIĞI DERDİM SADECE.,Hakaret
hepinizin affına sığınarak... ben bir şey yaptım... o packi çalan olursa gebertirim onu,Tehdit
Ailemin bile karışmadığı detaylara karışan akraba... Gebertirim seni,Tehdit
@USER Yarım kalan iş hmmmm...yeminle bu sefer o tank ile ateş etmezler komple sokarlar size.,Tehdit
"sen abdülhamid'in taif'te geberttiği mithat denen köpeği hiç duydun mu?  Oku bakalım 93 harbine devleti darbe yapıp kim sokmuş? Ulan bilginiz yok, kafanız çalışmıyor bari %66 gibi saçmalıklar uydurmayın bir yerinizden mal herif",Hakaret
Takım zaten deplasmanda kötü forvetsiz maça çıkıyorsun. Penaltılarda sezon başında süper kupayı verdiğin takımın karşısında maçı koparacak fırsat ayağına geliyor macera peşinde koşuyorsun. Şu akhisardan 3 yiyorsun sokarım senin gibi imparatora,Hakaret
"Yeni Rakı burası istanbul, tam burası her yer suriyeli, saç ektirmiş araplar da cabası. burası istanbul, tam burası 35lik aşmış 80 lirayı. burası istanbul tam burası, fakiri doldurur metrobüsü, zengini sürer sefasını...",Hakaret
@USER Arkasında olup hazır domalmışken sokardım,Cinsel Taciz
Kürt kökenli Türk tabirini sana sokardım da hanımefendiliğimi bozmıyım şimdi. Bişey diyim mi sen siyaseti bırak nerden bulaştın bu salak şeye müziğini yap evinde otur ne boş boş konuşuyorsun bir bok bildiğin de yok.Zaten bu ülkedeki herkesin sorunu bilmeden ahkam kesmek https://t.co/KU8gjjwxb1,Hakaret
"@USER O üzümleri amında ezer, iyice sularını akıtır sonra da yalarım emerim o amı. Götünden sikerken elimle beslerim onu, tabii bir süre değil yemeye nefes almaya bile dermanı kalmaz.O saçlarında tutar veririm ağzına, köküne kadar sokar kafasından bastırır boşalırım, meyveye devam eder",Cinsel Taciz
Amk samsunluları sizi... ulan size olan nefretim her geçen gün artıyor o ceza yazan komutanın yerinde olsaydım arabaya vurduğun o parmağını senin götüne sokardım da adam sadece görevine odaklanmış,Hakaret
@USER Bence lafın nereye gideceğini bilememiş hırsızların eli kesersek devlet kademesinde sağlam adam kalmaz,Hakaret
@USER @USER İlk günden göze sokar gibi olmuş . Ne bilim gerek yok amaç antipati toplamak olmamalı .seçimi kazanan millet ittifak ı başkanlarının çok iyi çalışıp hata yapma lüksleri yok .kazanılan yerler tekrar bu yobazlara gitmesin,Temiz
@Sevvalduru_ Şevval senın o kapanmayan gotune sokarlar siktiğimin beyinsizi gülistan bana neler dedide ben korktum? ya siktir git şurdan :DD,Hakaret
@USER eline veririm önce bir saxso çekersin ardından karının neresine istersen ortasına sokarsın,Cinsel Taciz
"Sosyal medyada gördüğümüz bazı kişiler, falcao gelsin yok damacanayı bi yerime sokarım yok soda şişesine otururum yok ingiliz anahtarını bi yerime sokarım oğlum ne ayaksınız lan siz... Lan Galatasaray’la iddamı olur beyinsizler...",Hakaret
@USER @USER KORKMA BUNLAR KÜRT!   TÜRKİYEDE YAŞAYAN VE ERGENEKON (PERİNÇEK EKİBİ) TARAFINDAN SÜREKLİ KATLEDİLEN HALKLARDAN BİRİ!      ŞİMDİLERDE TAYYİP EKİBİ BU İNSANLARA KATLİAM YAPIYOR SURUÇ'TA!      KESER DÖNDÜ SAP DÖNDÜ!   KÜRTLERİN PERİNÇEK VE TAYYİP'E MESAJLARI OLACAK!      MERAL TEYZE Mİ?   ÖZEL HARPÇİ,Hakaret
"#SevgiliSelahattinDemirtaş diyenler Selehaddin Eyyubi'nin has torunu imanlı ve vicdanlı ""Kürtler"" değil, Kripto Ermeni, Rum, Siyonist uşakları ve Haçlı artığı kondom kacaklaıdır. Dedelerinizi bin yıl önce geberttigimiz gibi sizi de gebertecegiz! #CHPCöptür",Tehdit
@USER Karin agridi buyuk demez ise yirtarcasina sokarim cok mutlu olur,Tehdit
1.5 yaşında bebeğe uyanan nefsini s*kyim senin orospuçocuğu kor ateslerde yan! Gebertmeyip Ömür boyu sizi besleyen devletin de Allah bin belasını versin #ecrinbebek,Hakaret
"nasıl bir sadistti ki ""Öyle bir düzen kuracağım ki sırf yaşamak için herkes birbirini gebertecek!"" diyebilmişti. Birbirini yiyen o hayvanlar, her şeyi yiyen o insanlar, bütün cesetleri yiyen o böcekler, o böcekleri yiyen başka böcekler. “Hepsinin de amına koyayım!""",Suc Ovgusu
"Bir akahpeli gebertmek, 70 gavur gebertmekten daha hayırlıdır.",Hakaret
Sabahtan beri gördüğüm kaçıncı kötü haber acaba. biri karısının boğazını keser diğeri de kıyma makinesinden geçirir. TC cehennemden bir köşesin adeta.,Suc Ovgusu
"Öncelikle benim sayfamda yazmak istiyorsanız Atatürk'ü büyük yazacaksınız! Cumhuriyet'i de. Daha sonra gireceksiniz sayfasına, araştıracaksınız. 23 Nisan'a gönderme yaparak ermeni yalanlarını (sözde katliamı) anan, gebertilen teröristleri anan ve savunan birinden bahsediyorsunuz. https://t.co/HXKxpeESo0",Hakaret
@USER Kendini toparla akitçi işiniz bitti çünkü keser dönüyor sap dönüyor bilesin akitçi,Temiz
"@USER Trakya da bir söz vardır ; ağzı olan konuşmasın , sokarım ağzına",Tehdit
"Şimdi Nightwish ilk kurulduğunda vokalde tarja turunen vardı, sonra ayrıldılar herkes NW siki tuttu diyordu ama tarz degistirdiler, vokale Anette Olzon gecti. Sahsen cogunluk gibi ben de kendisini ve ona uygun parcalar cikarilmasini begenmedim. Nitekim yanlis hatirlamiyorsam 4",Temiz
@alisan_10_1907 @GalatasaraySK Anına koduğumun ergeni kimle karıştırıyorsun bizi o telefonu götğne sokarım,Tehdit
@1Ozilist @siyahcoraplilar Mesutun tekerlekli sandalyesini götüne sokarım senin amına koduğumun ergeni,Tehdit
@Mert343me @GalatasaraySK Bu twitini götüne sokarım Gs 15 bin kişiye oynadığı haftalarda koduğumun ergeni bak işine.,Hakaret
@sedanazakp @sonbidalsigara_ Ulan senin taaa amk şerefini siktiyimin sapığı.ulan o senin torunun yaşında. Senin ben ırzını namusunu sikeyim seni benim elime verseler senin gotune şişe sokar.hic gözümü kirpmadan seni oldururum,Tehdit
"@Alien321597 @fortheukraine @KhalilovaGulsum Bu kahpeden ne bekliyorsunuz ki, Rusya'ya racon keserken bize mi danıştılar amk, batıdan gelecek destek gelmeyince götlerini bize kıstırdılar. Sorosun beslediği tutmalar bunlar, zelenski pici de dahil buna...",Hakaret
"@erzinsoylureal Koduğumun surisi der, o ağzındakini kıçından sokar ağzından çıkarırdım...",Tehdit
"@fazilsaymusic @ekrem_imamoglu Bu mahluku ERDOĞAN adam ve insan yerine koyup konserine gitmişti, misafir devlet başkanınıda yanında götürmüştü.O zaman Erdoğanı eleştirmiştik, haklı olduğumuz ortaya çıktı.Bu mahluklara yaranmaya çalışmayacaksın, başlarına başlarına vuracaksın,ezeceksin,anladıklar tek dil budur",Tehdit
@MuhtarStockholm @kutaycildirr @incisozluk Ya boş yapma amk dürzüsü yukarıda sözleşmesi olmasına rağmen diyor ki olmasada böyle bişi yapmaya hakkı yok yaşı 70 ama allah göstermesin böyle birine denk gelsem alır anasının amına sokarım o baltayı,Tehdit
